season,season_start,player,team,salary,real_value,difference,games
1999-00,1999,Tyrone Nesby,LAC,2716667.0,2282049,-434618.0,73.0
2001-02,2001,Tyrone Nesby,WAS,3260000.0,2175517,-1084483.0,70.0
2000-01,2000,Tyrone Nesby,"LAC, WAS",2990000.0,1304193,-1685807.0,62.0
2017-18,2017,Tyrone Wallace,LAC,77250.0,4368041,4290791.0,30.0
2021-22,2021,Tyrone Wallace,NOP,198760.0,579320,380560.0,6.0
2018-19,2018,Tyrone Wallace,LAC,1349383.0,868387,-480996.0,64.0
2004-05,2004,Tyronn Lue,"ATL, HOU",1600000.0,3640390,2040390.0,70.0
2002-03,2002,Tyronn Lue,WAS,1870000.0,3761027,1891027.0,75.0
2003-04,2003,Tyronn Lue,ORL,1500000.0,3106593,1606593.0,76.0
2001-02,2001,Tyronn Lue,WAS,1700000.0,2345807,645807.0,71.0
2006-07,2006,Tyronn Lue,ATL,3500000.0,4125340,625340.0,56.0
2005-06,2005,Tyronn Lue,ATL,3500000.0,4089906,589906.0,51.0
1998-99,1998,Tyronn Lue,LAL,287500.0,631064,343564.0,18.0
1999-00,1999,Tyronn Lue,LAL,809280.0,1043829,234549.0,8.0
2000-01,2000,Tyronn Lue,LAL,865800.0,595279,-270521.0,53.0
2008-09,2008,Tyronn Lue,"MIL, ORL",2250000.0,1136272,-1113728.0,45.0
2007-08,2007,Tyronn Lue,"ATL, DAL, SAC",3500000.0,1518854,-1981146.0,52.0
2008-09,2008,Tyrus Thomas,CHI,3749880.0,5525353,1775473.0,86.0
2009-10,2009,Tyrus Thomas,"CHA, CHI",4743598.0,4592046,-151552.0,58.0
2007-08,2007,Tyrus Thomas,CHI,3505320.0,2507858,-997462.0,74.0
2006-07,2006,Tyrus Thomas,CHI,3260760.0,1732605,-1528155.0,82.0
2010-11,2010,Tyrus Thomas,CHA,6611570.0,4254977,-2356593.0,41.0
2011-12,2011,Tyrus Thomas,CHA,7305765.0,1044670,-6261095.0,54.0
2012-13,2012,Tyrus Thomas,CHA,8000000.0,1025346,-6974654.0,26.0
2014-15,2014,Tyrus Thomas,"MEM, CHA",9460664.0,1085589,-8375075.0,2.0
2013-14,2013,Tyrus Thomas,nan,8694215.0,0,-8694215.0,0.0
2012-13,2012,Tyshawn Taylor,BKN,473604.0,288603,-185001.0,40.0
2002-03,2002,Tyson Chandler,CHI,3556200.0,3708168,151968.0,75.0
2004-05,2004,Tyson Chandler,CHI,4801102.0,4948353,147251.0,86.0
2007-08,2007,Tyson Chandler,NOP,10250000.0,10061264,-188736.0,91.0
2003-04,2003,Tyson Chandler,CHI,3804360.0,2404982,-1399378.0,35.0
2019-20,2019,Tyson Chandler,HOU,2564753.0,920198,-1644555.0,27.0
2001-02,2001,Tyson Chandler,CHI,3308160.0,1656218,-1651942.0,71.0
2006-07,2006,Tyson Chandler,NOP,9150000.0,6911689,-2238311.0,73.0
2011-12,2011,Tyson Chandler,NYK,13107837.0,9580148,-3527689.0,67.0
2010-11,2010,Tyson Chandler,DAL,12600000.0,8011765,-4588235.0,95.0
2014-15,2014,Tyson Chandler,DAL,14596888.0,9750110,-4846778.0,80.0
2012-13,2012,Tyson Chandler,NYK,13604188.0,8601255,-5002933.0,78.0
2008-09,2008,Tyson Chandler,NOP,11350000.0,5533243,-5816757.0,49.0
2016-17,2016,Tyson Chandler,PHX,12415000.0,6264538,-6150462.0,47.0
2005-06,2005,Tyson Chandler,CHI,9000000.0,2803094,-6196906.0,85.0
2013-14,2013,Tyson Chandler,NYK,14100538.0,5670679,-8429859.0,55.0
2017-18,2017,Tyson Chandler,PHX,13000000.0,4432223,-8567777.0,46.0
2009-10,2009,Tyson Chandler,CHA,11850000.0,2918431,-8931569.0,55.0
2015-16,2015,Tyson Chandler,PHX,13000000.0,3954030,-9045970.0,66.0
2018-19,2018,Tyson Chandler,"LAL, PHX",13585000.0,2083918,-11501082.0,55.0
1995-96,1995,Tyus Edney,SAC,210000.0,1972900,1762900.0,84.0
1996-97,1996,Tyus Edney,SAC,247500.0,1221277,973777.0,70.0
2000-01,2000,Tyus Edney,IND,523500.0,1346770,823270.0,26.0
1997-98,1997,Tyus Edney,BOS,400000.0,907894,507894.0,52.0
2018-19,2018,Tyus Jones,MIN,2444052.0,5333567,2889515.0,68.0
2017-18,2017,Tyus Jones,MIN,1471382.0,3598818,2127436.0,86.0
2015-16,2015,Tyus Jones,MIN,1282080.0,2041442,759362.0,37.0
2016-17,2016,Tyus Jones,MIN,1339680.0,2075809,736129.0,60.0
2021-22,2021,Tyus Jones,MEM,8376286.0,8028917,-347369.0,85.0
2020-21,2020,Tyus Jones,MEM,8817143.0,4753738,-4063405.0,77.0
2019-20,2019,Tyus Jones,MEM,10116000.0,5975434,-4140566.0,65.0
2021-22,2021,Udoka Azubuike,UTA,2075880.0,3007388,931508.0,17.0
2020-21,2020,Udoka Azubuike,UTA,1977000.0,405570,-1571430.0,16.0
2004-05,2004,Udonis Haslem,MIA,620046.0,6793755,6173709.0,95.0
2003-04,2003,Udonis Haslem,MIA,366931.0,2637161,2270230.0,88.0
2020-21,2020,Udonis Haslem,MIA,2564753.0,3118716,553963.0,1.0
2005-06,2005,Udonis Haslem,MIA,5000000.0,4993833,-6167.0,103.0
2008-09,2008,Udonis Haslem,MIA,6575000.0,6129708,-445292.0,82.0
2006-07,2006,Udonis Haslem,MIA,5525000.0,4885843,-639157.0,83.0
2011-12,2011,Udonis Haslem,MIA,3780000.0,2986363,-793637.0,86.0
2010-11,2010,Udonis Haslem,MIA,3500000.0,2600055,-899945.0,25.0
