season,season_start,player,team,salary,real_value,difference,games
1993-94,1993,Allan Houston,DET,736000.0,359592,-376408.0,79.0
2000-01,2000,Allan Houston,NYK,9000000.0,7715047,-1284953.0,83.0
1999-00,1999,Allan Houston,NYK,8000000.0,6354746,-1645254.0,98.0
1997-98,1997,Allan Houston,NYK,6000000.0,4092184,-1907816.0,92.0
1998-99,1998,Allan Houston,NYK,7000000.0,4869834,-2130166.0,70.0
1996-97,1996,Allan Houston,NYK,5000000.0,2650693,-2349307.0,90.0
2002-03,2002,Allan Houston,NYK,14343750.0,10388361,-3955389.0,82.0
2001-02,2001,Allan Houston,NYK,12750000.0,6501338,-6248662.0,77.0
2003-04,2003,Allan Houston,NYK,15937500.0,6708991,-9228509.0,50.0
2004-05,2004,Allan Houston,NYK,17531250.0,3405152,-14126098.0,20.0
2005-06,2005,Allan Houston,nan,19125000.0,0,-19125000.0,0.0
2006-07,2006,Allan Ray,BOS,412718.0,851768,439050.0,47.0
2015-16,2015,Allen Crabbe,POR,947276.0,4110179,3162903.0,92.0
2014-15,2014,Allen Crabbe,POR,862000.0,1056680,194680.0,53.0
2013-14,2013,Allen Crabbe,POR,825000.0,390226,-434774.0,15.0
2017-18,2017,Allen Crabbe,BKN,18500000.0,5899737,-12600263.0,75.0
2016-17,2016,Allen Crabbe,POR,18500000.0,4762156,-13737844.0,83.0
2018-19,2018,Allen Crabbe,BKN,19332500.0,2884098,-16448402.0,43.0
2000-01,2000,Allen Iverson,PHI,10130000.0,20494584,10364584.0,93.0
2005-06,2005,Allen Iverson,PHI,16453125.0,25776797,9323672.0,72.0
1998-99,1998,Allen Iverson,PHI,3537000.0,12768392,9231392.0,56.0
2001-02,2001,Allen Iverson,PHI,11250000.0,18668962,7418962.0,65.0
2004-05,2004,Allen Iverson,PHI,14625000.0,21216968,6591968.0,80.0
2002-03,2002,Allen Iverson,PHI,12375000.0,18798333,6423333.0,94.0
1997-98,1997,Allen Iverson,PHI,3128640.0,7809393,4680753.0,80.0
2009-10,2009,Allen Iverson,"MEM, PHI",1191180.0,5734458,4543278.0,28.0
1996-97,1996,Allen Iverson,PHI,2267000.0,4804130,2537130.0,76.0
1999-00,1999,Allen Iverson,PHI,9000000.0,10537606,1537606.0,80.0
2007-08,2007,Allen Iverson,DEN,19012500.0,20436018,1423518.0,86.0
2003-04,2003,Allen Iverson,PHI,13500000.0,14527270,1027270.0,48.0
2006-07,2006,Allen Iverson,"DEN, PHI",17184375.0,15518842,-1665533.0,70.0
2008-09,2008,Allen Iverson,"DEN, DET, MEM",20840625.0,10363881,-10476744.0,57.0
2018-19,2018,Allonzo Trier,NYK,3382000.0,3828058,446058.0,64.0
2011-12,2011,Alonzo Gee,CLE,854389.0,4311685,3457296.0,63.0
2010-11,2010,Alonzo Gee,"CLE, SAS, WAS",681492.0,1664131,982639.0,56.0
2015-16,2015,Alonzo Gee,"NOP, DEN",1320000.0,1794418,474418.0,73.0
2014-15,2014,Alonzo Gee,"DEN, POR",1063384.0,1164903,101519.0,55.0
2012-13,2012,Alonzo Gee,CLE,3500000.0,3226909,-273091.0,82.0
2016-17,2016,Alonzo Gee,"DEN, NOP",2255408.0,134100,-2121308.0,13.0
2013-14,2013,Alonzo Gee,CLE,3250000.0,1101312,-2148688.0,65.0
1995-96,1995,Alonzo Mourning,MIA,4560000.0,6095424,1535424.0,73.0
1994-95,1994,Alonzo Mourning,CHA,3840000.0,5227084,1387084.0,81.0
1993-94,1993,Alonzo Mourning,CHA,3120000.0,4143230,1023230.0,60.0
1992-93,1992,Alonzo Mourning,CHA,2400000.0,3035344,635344.0,87.0
1998-99,1998,Alonzo Mourning,MIA,13130000.0,12931225,-198775.0,51.0
2007-08,2007,Alonzo Mourning,MIA,2762500.0,1898876,-863624.0,25.0
2005-06,2005,Alonzo Mourning,"MIA, TOR",5138500.0,3380901,-1757599.0,86.0
2003-04,2003,Alonzo Mourning,BKN,4917000.0,2124478,-2792522.0,12.0
2004-05,2004,Alonzo Mourning,"BKN, MIA, TOR",5408700.0,2576691,-2832009.0,52.0
1996-97,1996,Alonzo Mourning,MIA,9380000.0,6284765,-3095235.0,83.0
1999-00,1999,Alonzo Mourning,MIA,15004800.0,11537190,-3467610.0,89.0
2006-07,2006,Alonzo Mourning,"MIA, TOR",6725433.0,3046839,-3678594.0,81.0
1997-98,1997,Alonzo Mourning,MIA,11254800.0,7192211,-4062589.0,62.0
2000-01,2000,Alonzo Mourning,MIA,16880000.0,6414425,-10465575.0,16.0
2001-02,2001,Alonzo Mourning,MIA,18754800.0,7237576,-11517224.0,75.0
2002-03,2002,Alonzo Mourning,nan,20629800.0,0,-20629800.0,0.0
2021-22,2021,Alperen Sengun,HOU,3214680.0,4551725,1337045.0,72.0
2001-02,2001,Alton Ford,PHX,332817.0,466498,133681.0,53.0
2003-04,2003,Alton Ford,HOU,586082.0,193280,-392802.0,9.0
2002-03,2002,Alton Ford,PHX,512435.0,-9423,-521858.0,11.0
1994-95,1994,Alton Lister,MIL,150000.0,252547,102547.0,60.0
1995-96,1995,Alton Lister,"BOS, MIL",300000.0,274465,-25535.0,64.0
1997-98,1997,Alton Lister,POR,272250.0,23055,-249195.0,9.0
1996-97,1996,Alton Lister,BOS,500000.0,166496,-333504.0,53.0
1991-92,1991,Alton Lister,GSW,1333000.0,233345,-1099655.0,30.0
1992-93,1992,Alton Lister,GSW,1283000.0,51054,-1231946.0,20.0
1990-91,1990,Alton Lister,GSW,1700000.0,351081,-1348919.0,83.0
1995-96,1995,Alvin Heggs,HOU,200000.0,253278,53278.0,4.0
2001-02,2001,Alvin Jones,PHI,332817.0,129022,-203795.0,25.0
1990-91,1990,Alvin Robertson,MIL,870000.0,1958944,1088944.0,84.0
1991-92,1991,Alvin Robertson,MIL,1033000.0,1231312,198312.0,82.0
1992-93,1992,Alvin Robertson,"DET, MIL",1283000.0,1165968,-117032.0,69.0
1995-96,1995,Alvin Robertson,"TOR, DEN",2525000.0,1694717,-830283.0,77.0
1993-94,1993,Alvin Robertson,nan,1408000.0,0,-1408000.0,0.0
1994-95,1994,Alvin Robertson,nan,2015000.0,0,-2015000.0,0.0
2000-01,2000,Alvin Williams,TOR,2100000.0,5135377,3035377.0,94.0
2002-03,2002,Alvin Williams,TOR,5350000.0,6543512,1193512.0,78.0
1997-98,1997,Alvin Williams,"POR, TOR",242000.0,1017357,775357.0,54.0
2001-02,2001,Alvin Williams,TOR,5350000.0,5813703,463703.0,87.0
1999-00,1999,Alvin Williams,TOR,1925000.0,1124991,-800009.0,56.0
2003-04,2003,Alvin Williams,TOR,5500000.0,3578477,-1921523.0,56.0
2006-07,2006,Alvin Williams,"LAC, TOR",4587508.0,344217,-4243291.0,2.0
2007-08,2007,Alvin Williams,nan,4516484.0,0,-4516484.0,0.0
2004-05,2004,Alvin Williams,nan,5850000.0,0,-5850000.0,0.0
2005-06,2005,Alvin Williams,"TOR, LAC",6300000.0,-144565,-6444565.0,1.0
1997-98,1997,Amal McCaskill,nan,20700.0,0,-20700.0,0.0
1996-97,1996,Amal McCaskill,ORL,220000.0,171295,-48705.0,19.0
2001-02,2001,Amal McCaskill,SAS,465850.0,356862,-108988.0,27.0
2003-04,2003,Amal McCaskill,PHI,688679.0,483238,-205441.0,59.0
1999-00,1999,Amal McCaskill,nan,485000.0,0,-485000.0,0.0
2002-03,2002,Amal McCaskill,"ATL, POR",843212.0,254518,-588694.0,11.0
2004-05,2004,Amal McCaskill,nan,932546.0,0,-932546.0,0.0
2004-05,2004,Amar'e Stoudemire,PHX,2032200.0,20966477,18934277.0,95.0
2003-04,2003,Amar'e Stoudemire,PHX,1899720.0,9600976,7701256.0,55.0
2007-08,2007,Amar'e Stoudemire,PHX,13762775.0,21093297,7330522.0,84.0
2002-03,2002,Amar'e Stoudemire,PHX,1767120.0,5633654,3866534.0,88.0
2006-07,2006,Amar'e Stoudemire,PHX,12455000.0,15426865,2971865.0,92.0
2005-06,2005,Amar'e Stoudemire,PHX,2589023.0,4174560,1585537.0,3.0
2015-16,2015,Amar'e Stoudemire,MIA,1499187.0,2618370,1119183.0,61.0
2009-10,2009,Amar'e Stoudemire,PHX,16378325.0,17316006,937681.0,98.0
2008-09,2008,Amar'e Stoudemire,PHX,15070550.0,15596972,526422.0,53.0
2010-11,2010,Amar'e Stoudemire,NYK,16486611.0,15742601,-744010.0,82.0
2011-12,2011,Amar'e Stoudemire,NYK,18217705.0,8781009,-9436696.0,51.0
2012-13,2012,Amar'e Stoudemire,NYK,19948799.0,6684482,-13264317.0,33.0
2013-14,2013,Amar'e Stoudemire,NYK,21679893.0,5086748,-16593145.0,65.0
2014-15,2014,Amar'e Stoudemire,"DAL, NYK",21896658.0,4433419,-17463239.0,64.0
2020-21,2020,Amida Brimah,IND,123056.0,807513,684457.0,7.0
2018-19,2018,Amile Jefferson,ORL,77250.0,1396490,1319240.0,12.0
2017-18,2017,Amile Jefferson,nan,77250.0,0,-77250.0,0.0
2021-22,2021,Amir Coffey,LAC,573576.0,5005348,4431772.0,71.0
2019-20,2019,Amir Coffey,LAC,79568.0,1071767,992199.0,21.0
2020-21,2020,Amir Coffey,LAC,578842.0,1080409,501567.0,54.0
2006-07,2006,Amir Johnson,DET,664209.0,2815577,2151368.0,8.0
2005-06,2005,Amir Johnson,DET,398762.0,1340654,941892.0,3.0
2012-13,2012,Amir Johnson,TOR,6000000.0,6523240,523240.0,81.0
2010-11,2010,Amir Johnson,TOR,5000000.0,4611861,-388139.0,72.0
2018-19,2018,Amir Johnson,PHI,2393887.0,1806253,-587634.0,55.0
2013-14,2013,Amir Johnson,TOR,6500000.0,5805684,-694316.0,84.0
2009-10,2009,Amir Johnson,TOR,3666666.0,2919592,-747074.0,82.0
2011-12,2011,Amir Johnson,TOR,5500000.0,3818272,-1681728.0,64.0
2007-08,2007,Amir Johnson,DET,3666666.0,1959763,-1706903.0,70.0
2014-15,2014,Amir Johnson,TOR,7000000.0,5034513,-1965487.0,79.0
2008-09,2008,Amir Johnson,DET,3666667.0,1566052,-2100615.0,65.0
2015-16,2015,Amir Johnson,BOS,12000000.0,4896712,-7103288.0,85.0
2017-18,2017,Amir Johnson,PHI,11000000.0,3208361,-7791639.0,82.0
2016-17,2016,Amir Johnson,BOS,12000000.0,3824153,-8175847.0,94.0
2012-13,2012,Anderson Varejao,CLE,8400000.0,11167325,2767325.0,25.0
2006-07,2006,Anderson Varejao,CLE,945600.0,3380718,2435118.0,101.0
2004-05,2004,Anderson Varejao,CLE,788000.0,2348615,1560615.0,54.0
2005-06,2005,Anderson Varejao,CLE,866800.0,2258302,1391502.0,61.0
2011-12,2011,Anderson Varejao,CLE,7700000.0,8638087,938087.0,25.0
2009-10,2009,Anderson Varejao,CLE,6300000.0,6717914,417914.0,87.0
2008-09,2008,Anderson Varejao,CLE,5784480.0,6197432,412952.0,95.0
2020-21,2020,Anderson Varejao,"CLE, POR",2141713.0,953796,-1187917.0,5.0
2010-11,2010,Anderson Varejao,CLE,7281818.0,5313582,-1968236.0,31.0
2007-08,2007,Anderson Varejao,CLE,5356000.0,3328337,-2027663.0,61.0
2013-14,2013,Anderson Varejao,CLE,9100000.0,5745426,-3354574.0,65.0
2014-15,2014,Anderson Varejao,CLE,9800000.0,5934443,-3865557.0,26.0
2015-16,2015,Anderson Varejao,"CLE, GSW, POR",10158574.0,978493,-9180081.0,70.0
2016-17,2016,Anderson Varejao,"GSW, POR",10851659.0,733339,-10118320.0,14.0
1998-99,1998,Andrae Patterson,MIN,287500.0,460988,173488.0,37.0
1999-00,1999,Andrae Patterson,MIN,385000.0,189642,-195358.0,5.0
2000-01,2000,Andrae Patterson,nan,498500.0,0,-498500.0,0.0
2009-10,2009,Andray Blatche,WAS,3000000.0,6300009,3300009.0,81.0
2010-11,2010,Andray Blatche,WAS,5900000.0,7893400,1993400.0,64.0
2008-09,2008,Andray Blatche,WAS,2739669.0,3689964,950295.0,71.0
2007-08,2007,Andray Blatche,WAS,2470000.0,3079103,609103.0,88.0
2006-07,2006,Andray Blatche,WAS,664209.0,1056840,392631.0,58.0
2005-06,2005,Andray Blatche,WAS,398762.0,379089,-19673.0,29.0
2012-13,2012,Andray Blatche,"BKN, WAS",7972891.0,5373232,-2599659.0,89.0
2013-14,2013,Andray Blatche,"BKN, WAS",9170525.0,5365176,-3805349.0,85.0
2011-12,2011,Andray Blatche,WAS,6442083.0,2237754,-4204329.0,26.0
2004-05,2004,Andre Barrett,"HOU, ORL",385277.0,656060,270783.0,38.0
2006-07,2006,Andre Barrett,CHI,744551.0,319241,-425310.0,6.0
2006-07,2006,Andre Brown,OKC,241591.0,548134,306543.0,38.0
2007-08,2007,Andre Brown,MEM,711517.0,685508,-26009.0,33.0
2008-09,2008,Andre Brown,CHA,107908.0,-2012,-109920.0,4.0
2014-15,2014,Andre Dawkins,MIA,271697.0,-62561,-334258.0,4.0
2015-16,2015,Andre Drummond,DET,3272090.0,12373379,9101289.0,85.0
2013-14,2013,Andre Drummond,DET,2462400.0,10235131,7772731.0,81.0
2014-15,2014,Andre Drummond,DET,2568360.0,9395796,6827436.0,82.0
2021-22,2021,Andre Drummond,"BKN, PHI",2401537.0,7223476,4821939.0,78.0
2012-13,2012,Andre Drummond,DET,2356320.0,4689457,2333137.0,60.0
2018-19,2018,Andre Drummond,DET,25434262.0,19809254,-5625008.0,83.0
2017-18,2017,Andre Drummond,DET,23775506.0,18057047,-5718459.0,78.0
2019-20,2019,Andre Drummond,"CLE, DET",27093018.0,18307858,-8785160.0,57.0
2016-17,2016,Andre Drummond,DET,22116750.0,11374993,-10741757.0,81.0
2020-21,2020,Andre Drummond,"CLE, LAL",28751774.0,10988963,-17762811.0,52.0
2011-12,2011,Andre Emmett,BKN,61433.0,564735,503302.0,6.0
2004-05,2004,Andre Emmett,MEM,385277.0,26282,-358995.0,8.0
2005-06,2005,Andre Emmett,nan,641748.0,0,-641748.0,0.0
2007-08,2007,Andre Iguodala,PHI,2804889.0,13544433,10739544.0,88.0
2006-07,2006,Andre Iguodala,PHI,2201640.0,12041425,9839785.0,76.0
2005-06,2005,Andre Iguodala,PHI,2058000.0,7656697,5598697.0,82.0
2008-09,2008,Andre Iguodala,PHI,11300000.0,14758044,3458044.0,88.0
2004-05,2004,Andre Iguodala,PHI,1914480.0,5220972,3306492.0,87.0
2021-22,2021,Andre Iguodala,GSW,2641691.0,3677545,1035854.0,38.0
2009-10,2009,Andre Iguodala,PHI,12200000.0,11638748,-561252.0,82.0
2010-11,2010,Andre Iguodala,PHI,12345250.0,11296803,-1048447.0,72.0
2011-12,2011,Andre Iguodala,PHI,13531750.0,11105453,-2426297.0,75.0
2016-17,2016,Andre Iguodala,GSW,11131368.0,7722232,-3409136.0,92.0
2012-13,2012,Andre Iguodala,DEN,14718250.0,10399939,-4318311.0,86.0
2015-16,2015,Andre Iguodala,GSW,11710456.0,6370122,-5340334.0,89.0
2013-14,2013,Andre Iguodala,GSW,12868632.0,6940025,-5928607.0,70.0
2014-15,2014,Andre Iguodala,GSW,12289544.0,5824882,-6464662.0,98.0
2017-18,2017,Andre Iguodala,GSW,14814815.0,5813420,-9001395.0,79.0
2018-19,2018,Andre Iguodala,GSW,16000000.0,6476329,-9523671.0,89.0
2020-21,2020,Andre Iguodala,MIA,15000000.0,3239676,-11760324.0,67.0
2019-20,2019,Andre Iguodala,MIA,17185185.0,2844788,-14340397.0,42.0
2017-18,2017,Andre Ingram,LAL,46079.0,7918355,7872276.0,2.0
2018-19,2018,Andre Ingram,LAL,76236.0,-234210,-310446.0,4.0
2001-02,2001,Andre Miller,CLE,1934520.0,12713535,10779015.0,81.0
2000-01,2000,Andre Miller,CLE,1808400.0,8739237,6930837.0,82.0
2002-03,2002,Andre Miller,LAC,2460709.0,7267481,4806772.0,80.0
2009-10,2009,Andre Miller,POR,6730800.0,10698429,3967629.0,88.0
2010-11,2010,Andre Miller,POR,7269264.0,10779811,3510547.0,87.0
2008-09,2008,Andre Miller,PHI,10333334.0,13118592,2785258.0,88.0
2007-08,2007,Andre Miller,PHI,9366666.0,11777208,2410542.0,88.0
1999-00,1999,Andre Miller,CLE,1682280.0,3651027,1968747.0,82.0
2004-05,2004,Andre Miller,DEN,7366667.0,9182084,1815417.0,87.0
2003-04,2003,Andre Miller,DEN,8000000.0,9723805,1723805.0,87.0
2012-13,2012,Andre Miller,DEN,5000000.0,6565308,1565308.0,88.0
2005-06,2005,Andre Miller,DEN,8100000.0,9351817,1251817.0,87.0
2006-07,2006,Andre Miller,"DEN, PHI",8733333.0,9853389,1120056.0,80.0
2015-16,2015,Andre Miller,"MIN, SAS",1490369.0,1591461,101092.0,44.0
2011-12,2011,Andre Miller,DEN,7807728.0,6433576,-1374152.0,73.0
2014-15,2014,Andre Miller,"SAC, WAS, SAS",4625000.0,2204769,-2420231.0,81.0
2013-14,2013,Andre Miller,"DEN, WAS",5000000.0,2408681,-2591319.0,69.0
2007-08,2007,Andre Owens,IND,687456.0,950606,263150.0,31.0
2005-06,2005,Andre Owens,UTA,398762.0,321453,-77309.0,23.0
2006-07,2006,Andre Owens,nan,676800.0,0,-676800.0,0.0
2016-17,2016,Andre Roberson,OKC,2183072.0,4114320,1931248.0,84.0
2015-16,2015,Andre Roberson,OKC,1210800.0,2802383,1591583.0,88.0
2014-15,2014,Andre Roberson,OKC,1160880.0,1572476,411596.0,67.0
2020-21,2020,Andre Roberson,BKN,411639.0,482260,70621.0,5.0
2013-14,2013,Andre Roberson,OKC,1110840.0,622585,-488255.0,42.0
2017-18,2017,Andre Roberson,OKC,9259260.0,4041047,-5218213.0,39.0
2018-19,2018,Andre Roberson,nan,10000000.0,0,-10000000.0,0.0
2019-20,2019,Andre Roberson,"OKC, BKN",10740740.0,660664,-10080076.0,8.0
1993-94,1993,Andre Spencer,"GSW, SAC",250000.0,516713,266713.0,28.0
1990-91,1990,Andre Turner,PHI,110000.0,567351,457351.0,78.0
1991-92,1991,Andre Turner,WAS,130000.0,253512,123512.0,70.0
1992-93,1992,Andre Turner,nan,140000.0,0,-140000.0,0.0
2009-10,2009,Andrea Bargnani,TOR,6527491.0,8495492,1968001.0,80.0
2011-12,2011,Andrea Bargnani,TOR,9250000.0,10817423,1567423.0,31.0
2008-09,2008,Andrea Bargnani,TOR,5176440.0,6229838,1053398.0,78.0
2015-16,2015,Andrea Bargnani,BKN,1362897.0,1389965,27068.0,46.0
2010-11,2010,Andrea Bargnani,TOR,8500000.0,8328032,-171968.0,66.0
2006-07,2006,Andrea Bargnani,TOR,4501200.0,3522986,-978214.0,71.0
2007-08,2007,Andrea Bargnani,TOR,4838880.0,2828916,-2009964.0,83.0
2013-14,2013,Andrea Bargnani,NYK,11000000.0,5130235,-5869765.0,42.0
2014-15,2014,Andrea Bargnani,NYK,12000000.0,5154314,-6845686.0,29.0
2012-13,2012,Andrea Bargnani,TOR,10000000.0,2758409,-7241591.0,35.0
2006-07,2006,Andreas Glyniadakis,OKC,161061.0,-69766,-230827.0,13.0
2003-04,2003,Andrei Kirilenko,UTA,955800.0,14641262,13685462.0,78.0
2004-05,2004,Andrei Kirilenko,UTA,1671694.0,12011104,10339410.0,41.0
2002-03,2002,Andrei Kirilenko,UTA,893400.0,8046994,7153594.0,85.0
2001-02,2001,Andrei Kirilenko,UTA,831120.0,5368960,4537840.0,86.0
2005-06,2005,Andrei Kirilenko,UTA,10983000.0,14164358,3181358.0,69.0
1999-00,1999,Andrei Kirilenko,nan,632400.0,0,-632400.0,0.0
2013-14,2013,Andrei Kirilenko,BKN,3183000.0,2361104,-821896.0,55.0
2012-13,2012,Andrei Kirilenko,MIN,9779349.0,8367061,-1412288.0,64.0
2014-15,2014,Andrei Kirilenko,"BKN, PHI",3326235.0,105540,-3220695.0,7.0
2007-08,2007,Andrei Kirilenko,UTA,13735000.0,8492090,-5242910.0,84.0
2006-07,2006,Andrei Kirilenko,UTA,12364000.0,5172958,-7191042.0,87.0
2009-10,2009,Andrei Kirilenko,UTA,16452000.0,9091541,-7360459.0,60.0
2008-09,2008,Andrei Kirilenko,UTA,15106000.0,7530421,-7575579.0,72.0
2010-11,2010,Andrei Kirilenko,UTA,17823000.0,7958226,-9864774.0,64.0
1994-95,1994,Andres Guibert,MIN,175000.0,145587,-29413.0,17.0
2005-06,2005,Andres Nocioni,CHI,2775000.0,5754464,2979464.0,88.0
2006-07,2006,Andres Nocioni,CHI,3950000.0,4552614,602614.0,63.0
2004-05,2004,Andres Nocioni,CHI,2525000.0,2397309,-127691.0,87.0
2007-08,2007,Andres Nocioni,CHI,8500000.0,3940738,-4559262.0,82.0
2008-09,2008,Andres Nocioni,"CHI, SAC",8000000.0,3374363,-4625637.0,76.0
2010-11,2010,Andres Nocioni,PHI,6850000.0,1458063,-5391937.0,55.0
2009-10,2009,Andres Nocioni,SAC,7500000.0,2082917,-5417083.0,75.0
2011-12,2011,Andres Nocioni,PHI,6650000.0,146274,-6503726.0,11.0
2007-08,2007,Andrew Bogut,MIL,4991520.0,7996823,3005303.0,78.0
2009-10,2009,Andrew Bogut,MIL,10000000.0,12090447,2090447.0,69.0
2006-07,2006,Andrew Bogut,MIL,4665960.0,6585504,1919544.0,66.0
2018-19,2018,Andrew Bogut,GSW,486892.0,2209085,1722193.0,30.0
2008-09,2008,Andrew Bogut,MIL,6294310.0,7804822,1510512.0,36.0
2005-06,2005,Andrew Bogut,MIL,4340520.0,4754796,414276.0,87.0
2017-18,2017,Andrew Bogut,LAL,1078810.0,672645,-406165.0,24.0
2010-11,2010,Andrew Bogut,MIL,11000000.0,8277563,-2722437.0,65.0
2011-12,2011,Andrew Bogut,MIL,12000000.0,6608201,-5391799.0,12.0
2015-16,2015,Andrew Bogut,GSW,12000000.0,4678667,-7321333.0,92.0
2014-15,2014,Andrew Bogut,GSW,12972973.0,5347329,-7625644.0,86.0
2013-14,2013,Andrew Bogut,GSW,14200000.0,5800080,-8399920.0,67.0
2012-13,2012,Andrew Bogut,GSW,13150000.0,4450449,-8699551.0,44.0
2016-17,2016,Andrew Bogut,"CLE, DAL, PHI",11410378.0,2013991,-9396387.0,27.0
2007-08,2007,Andrew Bynum,LAL,2172000.0,11331688,9159688.0,35.0
2008-09,2008,Andrew Bynum,LAL,2769300.0,7436933,4667633.0,73.0
2011-12,2011,Andrew Bynum,LAL,14900000.0,16725246,1825246.0,72.0
2006-07,2006,Andrew Bynum,LAL,2030280.0,3054067,1023787.0,87.0
2005-06,2005,Andrew Bynum,LAL,1888680.0,272124,-1616556.0,47.0
2009-10,2009,Andrew Bynum,LAL,12526998.0,9458861,-3068137.0,88.0
2013-14,2013,Andrew Bynum,"CLE, IND, CHI",7000000.0,3239699,-3760301.0,26.0
2010-11,2010,Andrew Bynum,LAL,13700000.0,9800843,-3899157.0,64.0
2012-13,2012,Andrew Bynum,nan,16473002.0,0,-16473002.0,0.0
1998-99,1998,Andrew DeClercq,"BOS, CLE",1440000.0,2204876,764876.0,47.0
1996-97,1996,Andrew DeClercq,GSW,276000.0,619667,343667.0,71.0
1995-96,1995,Andrew DeClercq,GSW,230000.0,294282,64282.0,22.0
1997-98,1997,Andrew DeClercq,BOS,1200000.0,1031799,-168201.0,81.0
1999-00,1999,Andrew DeClercq,CLE,1680000.0,1299356,-380644.0,82.0
2000-01,2000,Andrew DeClercq,ORL,1920000.0,1055516,-864484.0,71.0
2003-04,2003,Andrew DeClercq,ORL,2500000.0,1009193,-1490807.0,71.0
2002-03,2002,Andrew DeClercq,ORL,3262500.0,1249389,-2013111.0,84.0
2001-02,2001,Andrew DeClercq,ORL,2900000.0,564542,-2335458.0,63.0
2004-05,2004,Andrew DeClercq,ORL,2500000.0,133752,-2366248.0,8.0
1998-99,1998,Andrew Gaze,SAS,350000.0,130203,-219797.0,19.0
1999-00,1999,Andrew Gaze,nan,460000.0,0,-460000.0,0.0
2012-13,2012,Andrew Goudelock,LAL,44835.0,1347656,1302821.0,4.0
2015-16,2015,Andrew Goudelock,HOU,200600.0,582424,381824.0,10.0
2011-12,2011,Andrew Goudelock,LAL,473604.0,774157,300553.0,44.0
2017-18,2017,Andrew Harrison,"MEM, CLE, NOP",1312611.0,3920834,2608223.0,56.0
2016-17,2016,Andrew Harrison,MEM,945000.0,2462421,1517421.0,78.0
2018-19,2018,Andrew Harrison,"CLE, MEM, NOP",354500.0,722778,368278.0,17.0
1991-92,1991,Andrew Lang,PHX,700000.0,798888,98888.0,89.0
1999-00,1999,Andrew Lang,NYK,510000.0,549124,39124.0,19.0
1990-91,1990,Andrew Lang,PHX,600000.0,519770,-80230.0,67.0
1994-95,1994,Andrew Lang,ATL,1596000.0,1348405,-247595.0,85.0
1995-96,1995,Andrew Lang,"ATL, MIN",1964000.0,1590087,-373913.0,71.0
1993-94,1993,Andrew Lang,ATL,1228000.0,672508,-555492.0,93.0
1992-93,1992,Andrew Lang,PHI,1040000.0,449238,-590762.0,73.0
1996-97,1996,Andrew Lang,MIL,2332000.0,931855,-1400145.0,52.0
1997-98,1997,Andrew Lang,MIL,2700000.0,292775,-2407225.0,57.0
1998-99,1998,Andrew Lang,CHI,3068000.0,572895,-2495105.0,21.0
2012-13,2012,Andrew Nicholson,ORL,1418160.0,2078900,660740.0,75.0
2015-16,2015,Andrew Nicholson,ORL,2380593.0,2306767,-73826.0,56.0
2013-14,2013,Andrew Nicholson,ORL,1482000.0,1065640,-416360.0,76.0
2014-15,2014,Andrew Nicholson,ORL,1545840.0,914904,-630936.0,40.0
2017-18,2017,Andrew Nicholson,nan,2844429.0,0,-2844429.0,0.0
2018-19,2018,Andrew Nicholson,nan,2844429.0,0,-2844429.0,0.0
2020-21,2020,Andrew Nicholson,nan,2844429.0,0,-2844429.0,0.0
2021-22,2021,Andrew Nicholson,nan,2844429.0,0,-2844429.0,0.0
2016-17,2016,Andrew Nicholson,"BKN, WAS",6088993.0,408543,-5680450.0,38.0
2017-18,2017,Andrew White III,ATL,77250.0,761592,684342.0,15.0
2020-21,2020,Andrew White III,nan,25000.0,0,-25000.0,0.0
2016-17,2016,Andrew Wiggins,MIN,6006600.0,13834714,7828114.0,82.0
2015-16,2015,Andrew Wiggins,MIN,5758680.0,10152323,4393643.0,81.0
2017-18,2017,Andrew Wiggins,MIN,7574322.0,9922205,2347883.0,87.0
2014-15,2014,Andrew Wiggins,MIN,5510640.0,5929525,418885.0,82.0
2019-20,2019,Andrew Wiggins,"GSW, MIN",27504630.0,13083882,-14420748.0,54.0
2020-21,2020,Andrew Wiggins,GSW,29542010.0,13081143,-16460867.0,73.0
2018-19,2018,Andrew Wiggins,MIN,25467250.0,8694029,-16773221.0,73.0
2021-22,2021,Andrew Wiggins,GSW,31579390.0,13113293,-18466097.0,95.0
2007-08,2007,Andris Biedrins,GSW,2636696.0,6973583,4336887.0,76.0
2006-07,2006,Andris Biedrins,GSW,1986960.0,5066184,3079224.0,93.0
2004-05,2004,Andris Biedrins,GSW,1727760.0,1402842,-324918.0,30.0
2005-06,2005,Andris Biedrins,GSW,1857360.0,1288505,-568855.0,68.0
2008-09,2008,Andris Biedrins,GSW,9000000.0,7052520,-1947480.0,62.0
2009-10,2009,Andris Biedrins,GSW,9000000.0,2778331,-6221669.0,33.0
2010-11,2010,Andris Biedrins,GSW,9000000.0,2700704,-6299296.0,59.0
2011-12,2011,Andris Biedrins,GSW,9000000.0,945130,-8054870.0,47.0
2012-13,2012,Andris Biedrins,GSW,9000000.0,378659,-8621341.0,56.0
2013-14,2013,Andris Biedrins,UTA,9000000.0,68159,-8931841.0,6.0
1999-00,1999,Andy Panko,nan,5000.0,0,-5000.0,0.0
2010-11,2010,Andy Rautins,NYK,600000.0,55766,-544234.0,5.0
2011-12,2011,Andy Rautins,nan,788872.0,0,-788872.0,0.0
